ID,country,cost,AI,MP,CG,IS,NW,HW,Sec,Alg,Bio,Math,ects,grades,sat
S VASTERA01,Sweden,827.3424988316066,0,0,0,0,0,0,0,0,1,0,20,6,6.534009041942763
HKG BAPT,HongKong,1242.6924697341499,0,0,0,0,0,0,0,0,1,0,28,7,7.2988398353350155
I ROMA01,Italy,825.0693276459097,0,0,1,0,0,0,0,0,0,0,29,9,8.331229895176138
D KARLSRU01,Germany,816.8202649485665,0,0,0,1,0,0,0,0,0,0,20,7,5.09554608846503
S VASTERA01,Sweden,904.885129078045,0,1,0,0,0,0,0,0,0,0,17,5,6.144264748760257
SF OULU11,Finland,808.6885527339458,0,0,0,0,0,0,1,0,0,0,27,8,6.609702291547561
I ROMA01,Italy,812.617618747091,0,0,0,0,0,0,0,1,0,0,23,5,7.244507932589929
IS REYKJAV05,Iceland,1527.611452826746,0,0,0,0,0,0,0,0,1,0,28,8,7.163787753942498
NL NIJMEGE01,Netherlands,855.2330752552032,0,1,0,0,0,0,0,0,0,0,28,8,6.780397683232056
D ERLANGE01,Germany,942.307029832695,0,0,0,0,0,0,0,0,1,0,17,8,7.62360263036535
F PARIS001,France,680.7375236696507,0,0,0,0,1,0,0,0,0,0,17,7,8.222272975328657
I ROMA01,Italy,893.2373331648407,0,0,0,0,1,0,0,0,0,0,16,6,5.668876384512187
F LILLE01,France,592.1022953758808,0,1,0,0,0,0,0,0,0,0,24,5,7.121945514409204
A GRAZ02,Austria,868.75582269904,0,0,1,0,0,0,0,0,0,0,28,9,5.287188054459072
NL NIJMEGE01,Netherlands,1006.8447618936308,0,0,0,0,0,0,0,0,1,0,24,5,7.412582530692123
D DARMSTA02,Germany,936.376627134382,0,0,0,0,0,0,0,0,0,1,20,5,6.28648657303766
Daegu,Korea,908.02997849153,0,0,1,0,0,0,0,0,0,0,20,5,5.825266062800822
A KLAGENF01,Austria,887.8321984188652,0,0,0,1,0,0,0,0,0,0,29,9,5.67176410129542
I PADOVA01,Italy,905.1362275259796,0,0,0,1,0,0,0,0,0,0,25,7,6.979844137767513
S LULEA01,Sweden,829.966198243807,1,0,0,0,0,0,0,0,0,0,26,6,7.998353838771739
D ERLANGE01,Germany,846.5134774598541,0,0,0,0,0,0,0,1,0,0,28,9,7.963684100314602
D ERLANGE01,Germany,950.7773703775433,0,0,0,0,0,0,0,0,0,1,20,7,6.148923855069393
F LILLE01,France,604.6419015593881,0,0,0,0,0,0,0,0,0,1,29,9,8.045327907909014
PL KRAKOW02,Poland,385.2780945063561,0,0,1,0,0,0,0,0,0,0,16,6,7.419672111033334
E BARCELO01,Spain,824.8280468820735,0,0,0,0,1,0,0,0,0,0,21,6,5.842580869562979
HKG BAPT,HongKong,1348.7654526640576,0,1,0,0,0,0,0,0,0,0,16,5,7.8002413850833285
E BARCELO01,Spain,831.3154527328887,0,0,0,1,0,0,0,0,0,0,15,6,7.5579691708994154
TR ANKARA04,Turkey,503.70207307403234,1,0,0,0,0,0,0,0,0,0,22,9,7.63761793484074
D TUBINGE01,Germany,905.617216055569,0,0,0,0,0,1,0,0,0,0,23,5,6.683908867328341
S LULEA01,Sweden,817.4909818259197,0,0,0,0,1,0,0,0,0,0,19,7,8.474361274224004
B LEUVEN01,Belgium,425.0089885494479,0,0,0,0,0,0,0,0,0,1,17,8,5.9546846188471605
CZ PRAHA07,Czech,421.74314759064737,0,0,0,0,0,0,0,0,0,1,26,6,5.983401815256929
S MALMO01,Sweden,892.2385066460489,0,0,0,0,0,0,0,0,0,1,26,9,7.112023369903063
E VALENCI02,Spain,813.0079084694045,0,0,0,0,0,1,0,0,0,0,15,7,7.5998048205126905
S MALMO01,Sweden,901.9741330475107,0,0,0,0,0,1,0,0,0,0,15,7,5.8802080897517435
CZ PRAHA07,Czech,423.21335791511035,0,0,1,0,0,0,0,0,0,0,27,6,6.570171094973036
E VALENCI02,Spain,810.1474968193914,0,0,0,0,0,0,0,0,1,0,16,7,6.241102260770528
F LILLE01,France,639.8730250868542,0,0,0,0,0,0,0,0,1,0,21,8,6.753361725961182
CZ PRAHA10,Czech,383.666458546678,0,0,0,0,0,0,0,1,0,0,23,7,5.967227185954529
IRL CORK01,Ireland,1054.5822811442217,0,0,0,0,1,0,0,0,0,0,24,7,6.74801943595535
IS REYKJAV05,Iceland,1435.7475510636884,0,0,0,0,0,0,0,1,0,0,22,5,7.176759521932114
CZ PRAHA07,Czech,390.89258929605273,1,0,0,0,0,0,0,0,0,0,20,5,5.825250729883051
D TUBINGE01,Germany,972.6765689128994,0,0,0,0,0,0,0,0,1,0,21,9,6.543011021424507
D ERLANGE01,Germany,939.7921709941666,0,0,0,0,1,0,0,0,0,0,20,5,5.798313731134014
EE TALLINN04,Estonia,412.5776962030466,0,0,0,0,1,0,0,0,0,0,29,7,6.342788819687797
TR ANKARA04,Turkey,503.51867612911803,0,0,0,0,0,0,1,0,0,0,15,9,7.67768655056408
LT KAUNAS02,Lithuania,287.69334924964147,0,0,0,0,0,1,0,0,0,0,15,5,7.047246823592762
CZ BRNO05,Czech,413.6034980222114,0,0,0,0,0,0,0,0,1,0,21,9,6.508788848818315
I BARI05,Italy,826.3104105923333,0,0,0,1,0,0,0,0,0,0,28,5,6.005843121767707
CZ BRNO05,Czech,408.9235500668488,0,0,0,0,1,0,0,0,0,0,23,6,6.048472195999069
E VALENCI02,Spain,841.3016096505482,0,0,0,0,0,0,0,1,0,0,20,5,5.988887298580578
PL KRAKOW02,Poland,430.6620011427049,0,0,0,0,0,1,0,0,0,0,26,8,6.143804874752683
CZ PRAHA10,Czech,388.89116130980597,0,0,0,0,0,0,0,0,0,1,26,6,6.062232506790315
D DARMSTA02,Germany,887.2156690681938,1,0,0,0,0,0,0,0,0,0,27,5,7.156455810566832
CZ PRAHA10,Czech,441.8285191567085,1,0,0,0,0,0,0,0,0,0,18,6,6.101743485493693
S VASTERA01,Sweden,934.8599482262127,0,0,1,0,0,0,0,0,0,0,22,8,3.966501860459326
Daegu,Korea,945.460597625465,1,0,0,0,0,0,0,0,0,0,21,9,7.932382668128163
D ERLANGE01,Germany,877.202813382746,0,1,0,0,0,0,0,0,0,0,25,9,6.8737134907101245
PL KRAKOW02,Poland,455.7491592692578,1,0,0,0,0,0,0,0,0,0,20,7,7.5259119489966375
A KLAGENF01,Austria,849.4179041042415,1,0,0,0,0,0,0,0,0,0,21,8,8.727126629348007
NL NIJMEGE01,Netherlands,888.2660724700067,0,0,0,1,0,0,0,0,0,0,17,9,6.167736422994505
S MALMO01,Sweden,958.214403579639,0,0,0,0,0,0,0,1,0,0,27,5,6.051019697623902
SF OULU11,Finland,865.6341360573365,0,0,0,0,0,0,1,0,0,0,28,6,7.662450901403551
F PARIS001,France,617.3825876270214,0,0,0,0,0,0,0,0,1,0,17,9,6.901654405690002
S LULEA01,Sweden,844.082780032983,0,0,0,0,0,0,0,0,1,0,28,5,6.4428336306446905
NL NIJMEGE01,Netherlands,1014.9851294530638,0,0,0,0,1,0,0,0,0,0,20,8,7.262509660727335
IRL DUBLIN27,Ireland,1088.9440861936105,0,1,0,0,0,0,0,0,0,0,24,6,6.076295276157917
S LULEA01,Sweden,957.8746976521143,1,0,0,0,0,0,0,0,0,0,18,8,7.641422427001669
S VASTERA01,Sweden,860.1119009598457,0,0,0,0,0,0,0,0,1,0,15,9,7.262580558822552
D KARLSRU01,Germany,958.9966911164249,0,0,0,1,0,0,0,0,0,0,16,5,6.110644286036109
LT KAUNAS02,Lithuania,331.955006225885,0,0,0,0,0,0,0,0,0,1,25,5,5.467249599671864
TR ANKARA04,Turkey,467.1537930571658,0,0,0,0,0,1,0,0,0,0,21,9,9.103095468284389
B LEUVEN01,Belgium,403.29354331246475,0,0,1,0,0,0,0,0,0,0,29,9,8.874191762219038
S VASTERA01,Sweden,907.7136620061173,0,0,1,0,0,0,0,0,0,0,15,9,6.869851133477385
D BERLIN02,Germany,947.3543422962609,0,0,0,0,0,0,0,1,0,0,24,9,4.229986737769
SF OULU11,Finland,876.168739673758,0,1,0,0,0,0,0,0,0,0,28,9,6.508978476719816
A GRAZ02,Austria,859.0323235415477,0,0,0,0,0,0,0,0,1,0,24,6,5.8440259680974345
E BARCELO01,Spain,885.6578734332696,0,0,0,0,0,1,0,0,0,0,16,8,6.967723301473417
IRL DUBLIN27,Ireland,977.4145514098361,0,0,0,0,0,0,0,1,0,0,21,8,7.983035976045137
D MUNCHEN01,Germany,938.0160497098564,0,0,1,0,0,0,0,0,0,0,28,5,6.9042471315094645
D ERLANGE01,Germany,833.5217765579503,0,1,0,0,0,0,0,0,0,0,29,6,7.070227512345989
D TUBINGE01,Germany,838.6841436481762,0,0,1,0,0,0,0,0,0,0,25,5,6.966001240823716
IRL CORK01,Ireland,1013.950148691934,0,0,0,0,0,0,0,1,0,0,23,7,6.87198334700161
E VALENCI02,Spain,809.2949165179591,0,0,0,0,0,0,0,0,0,1,26,7,7.054072862507099
I BARI05,Italy,795.0835369299541,1,0,0,0,0,0,0,0,0,0,15,7,7.802981105729804
I ROMA01,Italy,872.7264643251337,0,0,0,0,1,0,0,0,0,0,29,9,6.49121805449034
D MUNCHEN01,Germany,816.9704622680302,0,0,0,0,0,0,0,1,0,0,23,9,8.478142256649033
CZ PRAHA07,Czech,388.2160485129411,0,0,0,0,0,1,0,0,0,0,25,6,5.4749939080921255
B LEUVEN01,Belgium,418.7461834551191,0,0,0,1,0,0,0,0,0,0,23,8,7.515763138866343
NL NIJMEGE01,Netherlands,1012.8239483704945,0,0,1,0,0,0,0,0,0,0,21,9,6.94718745920606
IS REYKJAV05,Iceland,1663.4290618233733,1,0,0,0,0,0,0,0,0,0,21,6,6.361916807467063
F PARIS001,France,658.4830819221769,0,0,0,1,0,0,0,0,0,0,28,9,5.3113800180961315
F PARIS001,France,671.2014905520393,0,0,0,0,0,0,0,0,0,1,23,9,7.7013028036947
HKG BAPT,HongKong,1239.9026960797016,0,0,0,0,0,0,0,1,0,0,27,6,6.477014397703749
S MALMO01,Sweden,883.6550170482363,0,0,0,0,0,0,0,1,0,0,23,9,6.298517284705487
F PARIS001,France,591.9356127875606,0,0,0,0,0,0,0,1,0,0,16,7,5.726914830125442
E BARCELO01,Spain,775.5302052920537,0,0,0,1,0,0,0,0,0,0,22,6,7.112855293119072
E VALENCI02,Spain,890.6329324690433,0,0,0,0,0,1,0,0,0,0,29,7,6.139696336186458
I PADOVA01,Italy,806.2124364611052,0,0,1,0,0,0,0,0,0,0,21,6,5.1695614225292035
P COIMBRA01,Portugal,693.7363828566343,0,0,0,0,0,1,0,0,0,0,17,7,7.685780493426128
P COIMBRA01,Portugal,730.6219236710733,0,0,0,0,0,1,0,0,0,0,22,9,9.330249995760626
P COIMBRA01,Portugal,659.8912233007145,0,0,0,0,0,0,0,0,0,1,27,7,6.8299148632761675
F PARIS001,France,598.7075155182347,0,0,0,0,0,0,0,0,0,1,16,7,7.065938535236514
SF OULU11,Finland,873.7141330723057,0,0,0,0,0,0,0,1,0,0,15,7,8.585240613816662
IS REYKJAV05,Iceland,1685.7476342195546,0,0,0,0,0,0,0,0,1,0,24,5,6.442438936568188
SF OULU11,Finland,885.5474135365951,0,0,0,0,0,0,0,0,0,1,26,5,5.567695203986939
CZ BRNO05,Czech,411.6495597534668,0,0,0,0,1,0,0,0,0,0,27,6,7.173834555757404
S VASTERA01,Sweden,852.3458759138726,0,1,0,0,0,0,0,0,0,0,28,6,5.721245932325999
D TUBINGE01,Germany,975.2999217225083,0,0,0,0,0,1,0,0,0,0,17,8,7.329792421664595
D DARMSTA02,Germany,904.8616047607497,1,0,0,0,0,0,0,0,0,0,29,5,7.5067402797622655
E VALENCI02,Spain,765.7155851156755,0,0,0,0,0,0,1,0,0,0,27,5,6.515728701619492
SF OULU11,Finland,913.0888638679105,0,0,0,0,0,0,0,0,1,0,26,7,7.07433119740449
F PARIS001,France,673.3813955305691,0,0,0,1,0,0,0,0,0,0,20,8,6.486712026582218
TR ANKARA04,Turkey,468.0746526551665,0,0,0,0,1,0,0,0,0,0,16,9,8.038768545502005
D TUBINGE01,Germany,813.8368188958158,0,1,0,0,0,0,0,0,0,0,23,8,7.137906401709808
CZ PRAHA07,Czech,396.22864152341094,0,0,0,0,0,0,0,0,0,1,20,7,7.1520062139214415
SF OULU11,Finland,775.2995993805681,0,0,0,0,0,1,0,0,0,0,28,9,7.8098336081578426
IRL CORK01,Ireland,1015.3903447710503,0,0,0,1,0,0,0,0,0,0,16,8,8.387243662884455
D TUBINGE01,Germany,956.8075470179641,1,0,0,0,0,0,0,0,0,0,28,5,5.755890520881884
A GRAZ02,Austria,807.4860425205484,0,0,0,0,0,1,0,0,0,0,21,5,6.194821914344442
D MUNCHEN01,Germany,898.1633802040467,0,0,0,0,0,0,0,1,0,0,15,6,7.027822024126041
A KLAGENF01,Austria,848.7663532809571,0,0,0,0,0,1,0,0,0,0,18,8,8.792667931900334
F LILLE01,France,666.8503448121548,0,0,0,0,1,0,0,0,0,0,25,7,4.244944244661217
CZ PRAHA07,Czech,437.2719521003096,0,0,0,0,0,0,1,0,0,0,18,9,7.740289969127145
D TUBINGE01,Germany,857.832149688811,0,0,0,0,0,0,0,0,1,0,22,5,7.026340990975908
NL NIJMEGE01,Netherlands,942.1590865788676,1,0,0,0,0,0,0,0,0,0,21,9,5.71249029361097
D ERLANGE01,Germany,836.3579931644056,0,0,0,1,0,0,0,0,0,0,24,6,6.869222816241161
CZ PRAHA10,Czech,452.29428606153925,0,0,0,0,0,0,0,0,1,0,26,8,6.357850056101779
HKG BAPT,HongKong,1203.7708507296604,0,0,0,0,0,1,0,0,0,0,16,9,6.343734674690662
TR ANKARA04,Turkey,506.04716884774393,0,0,0,0,0,0,0,0,1,0,16,5,5.473338248779626
Daegu,Korea,999.4106031338957,0,0,0,1,0,0,0,0,0,0,17,5,6.443327511170285
TR ANKARA04,Turkey,478.62398472477753,0,0,0,1,0,0,0,0,0,0,20,9,9.875979616954027
S LULEA01,Sweden,944.1216311778084,0,0,0,0,0,0,0,0,1,0,28,5,5.112210950023678
CZ PRAHA10,Czech,390.1714427540238,0,1,0,0,0,0,0,0,0,0,24,8,8.018269062172646
I PADOVA01,Italy,892.4950915272289,0,1,0,0,0,0,0,0,0,0,26,9,5.996359746095192
D DARMSTA02,Germany,957.9306339506137,0,0,0,0,0,0,0,1,0,0,16,8,8.756633271720482
I ROMA01,Italy,898.6114785690867,0,0,0,0,0,0,0,0,0,1,18,7,5.9562162343189735
S MALMO01,Sweden,881.9557874252729,0,0,0,0,0,0,0,0,0,1,18,5,8.111540006743288
TR ANKARA04,Turkey,471.6433326270193,0,0,0,0,0,0,0,1,0,0,15,6,6.61435143710449
F PARIS001,France,638.0215876034443,0,0,0,0,1,0,0,0,0,0,17,6,5.021776260347947
I BARI05,Italy,913.2223576621935,0,0,0,0,0,1,0,0,0,0,21,7,7.438995803281456
NL NIJMEGE01,Netherlands,921.7689955433359,0,1,0,0,0,0,0,0,0,0,21,6,7.582421993298061
S LULEA01,Sweden,905.7317367457435,0,1,0,0,0,0,0,0,0,0,23,8,6.26111399686178
D MUNCHEN01,Germany,819.638493844626,0,0,0,0,0,0,0,0,1,0,17,6,6.9457042341449835
PL KRAKOW02,Poland,383.35692061474947,0,0,1,0,0,0,0,0,0,0,21,5,5.637377433173692
HKG BAPT,HongKong,1364.792402535481,0,0,0,0,0,0,0,0,0,1,18,5,5.949997566575766
D TUBINGE01,Germany,952.4309131614924,0,1,0,0,0,0,0,0,0,0,16,5,6.393577630389692
I PADOVA01,Italy,886.3558360545464,0,0,0,0,0,1,0,0,0,0,17,6,7.265439868354303
IS REYKJAV05,Iceland,1635.857330945169,0,0,0,0,1,0,0,0,0,0,18,5,6.176215937289073
PL KRAKOW02,Poland,459.18892257933953,0,0,0,0,1,0,0,0,0,0,22,8,5.06932962488391
D KARLSRU01,Germany,856.8388098074338,1,0,0,0,0,0,0,0,0,0,25,9,6.784964561806474
S VASTERA01,Sweden,905.4297751569319,1,0,0,0,0,0,0,0,0,0,15,5,5.730338052546117
I BARI05,Italy,821.5776128714856,0,0,0,0,0,0,1,0,0,0,29,9,7.878745128297974
D ERLANGE01,Germany,839.1021293065232,0,0,0,0,0,1,0,0,0,0,26,6,6.910582117012428
Daegu,Korea,1028.791738516647,0,0,1,0,0,0,0,0,0,0,28,6,7.8460281161120085
A GRAZ02,Austria,799.0916235953256,0,0,0,0,0,0,0,0,0,1,17,9,9.493239868851358
CZ PRAHA07,Czech,433.39053285332017,1,0,0,0,0,0,0,0,0,0,26,8,6.674029767744143
A GRAZ02,Austria,786.0622570248355,0,0,0,1,0,0,0,0,0,0,19,9,7.762295664094415
EE TALLINN04,Estonia,422.53886672884465,0,0,0,1,0,0,0,0,0,0,21,8,7.396198290865643
B LEUVEN01,Belgium,417.08202727973037,0,0,1,0,0,0,0,0,0,0,25,8,5.628445234579892
E BARCELO01,Spain,867.608020050483,0,0,0,0,0,0,0,1,0,0,29,6,5.481601692744658
NL NIJMEGE01,Netherlands,999.5710364936165,0,0,0,1,0,0,0,0,0,0,15,5,4.691787799681834
D MUNCHEN01,Germany,891.6027543377436,0,0,0,0,0,0,1,0,0,0,27,8,6.385112058855141
PL KRAKOW02,Poland,417.35529931236596,0,0,0,0,0,0,0,1,0,0,28,6,5.958853033022006
IRL CORK01,Ireland,1136.834921735783,0,0,0,0,0,0,0,1,0,0,20,8,8.009745798224062
D ERLANGE01,Germany,943.6575824637698,0,0,0,0,0,0,0,0,0,1,27,7,7.389426731355054
LT KAUNAS02,Lithuania,289.0905305199483,0,0,0,0,0,0,1,0,0,0,15,9,5.482238234705127
TR ANKARA04,Turkey,447.13808899342325,0,1,0,0,0,0,0,0,0,0,20,8,5.777573836309788
